#zmin nbar(1x10^6h^-1Mpc)
0.005000  2533.396988
0.015000  2415.207085
0.025000  5539.727369
0.035000  5093.608842
0.045000  4504.557974
0.055000  4249.650080
0.065000  4230.519906
0.075000  4298.397080
0.085000  3943.421518
0.095000  3111.294197
0.105000  2728.965296
0.115000  1875.299969
0.125000  791.373602
0.135000  296.162195
0.145000  125.073192
0.155000  0.729833
0.165000  0.059167
0.175000  0.053154
0.185000  0.016023
0.195000  0.014576
0.205000  0.000000
0.215000  0.000000
0.225000  0.000000
0.235000  0.000000
0.245000  0.000000
0.255000  0.000000
0.265000  0.000000
0.275000  0.000000
0.285000  0.000000
0.295000  0.000000
0.305000  0.000000
0.315000  0.000000
0.325000  0.000000
0.335000  0.000000
0.345000  0.000000
0.355000  0.000000
0.365000  0.000000
0.375000  0.000000
0.385000  0.000000
0.395000  0.000000
0.405000  0.000000
0.415000  0.000000
0.425000  0.000000
0.435000  0.000000
0.445000  0.000000
0.455000  0.000000
0.465000  0.000000
0.475000  0.000000
0.485000  0.000000
0.495000  0.000000
